piano,pianoforte,
educator,educatore,educatrice
calculus,calcolo,
sunrise,alba,
depressed,depresso,
caterpillar,bruco,
family,famiglia,
zinnia,zinnia,
crocus,crocus,
freedom,libertà,
always,sempre,
divorce,divorzio,
magnolia,magnolia,
parents,genitori,
cockroach,scarafaggio,
war,guerra,
mace,mazza,
engineer,ingegnere,
agony,agonia,
therapist,terapista,
specialist,specialista,
experiment,esperimento,
peace,pace,
chemistry,chimica,
corporation,società,
clover,trifoglio,
roach,scarafaggio,
sword,spada,
pathologist,patologo,
poison,veleno,
weevil,curculionoidea,
hers,sua,
bagpipe,cornamusa,
lilac,lilla,
marigold,calendula,
trombone,trombone,
harpoon,arpione,
stink,puzza,
he,lui,
hygienist,igienista,
planner,progettista,
caress,carezza,
lawyer,avvocato,
pansy,viola,
chronic,cronico,
business,attività commerciale,
carnation,garofano,
cousins,cugini,
electrician,elettricista,
tulip,tulipano,
drama,dramma,
nasty,cattivo,cattiva
career,carriera,
librarian,bibliotecario,
manager,manager,
fiddle,violino,
teargas,gas lacrimogeno,
petunia,petunia,
worker,lavoratore,
flea,pulce,
moth,falena,
awful,terribile,
bassoon,fagotto,
tragedy,tragedia,
assault,assalto,
son,figlio,
her,sua,
sick,malato,
illness,malattia,
horsefly,tafano,
grandfather,nonno,
scientist,scienziato,
cheer,rallegrare,
mandolin,mandolino,
lily,giglio,
dynamite,dinamite,
orchid,orchidea,
iris,iris,
lute,liuto,
art,arte,
grandmother,nonna,
hatred,odio,
harmonica,armonica,
astronomy,astronomia,
disaster,disastro,
shotgun,fucile da caccia,
daughter,figlia,
violet,viola,
aunt,zia,
professional,professionale,
arrow,freccia,
whip,frusta,
nurse,infermiera,
prison,prigione,
machinist,macchinista,
paradise,paradiso,
John,John,
tearful,in lacrime,
Kenya,Kenia,
Todd,Todd,
Lauren,Lauren,
miserable,miserabile,
Carrie,Carrie,
gnat,moscerino,
mechanic,meccanico,
forever,per sempre,
centipede,centopiedi,
disease,malattia,
Jerome,Jerome,
boy,ragazzo,
counselor,consulente,
terrible,terribile,
Adam,Adamo,
Sarah,Sarah,
Justin,Justin,
murder,omicidio,
Mike,Mike,
carpenter,falegname,
novel,romanzo,
daffodil,narciso,
woman,donna,
flute,flauto,
trumpet,tromba,
Hakim,Hakim,
health,salute,
vacation,vacanza,
Greg,Greg,
practitioner,professionista,
instructor,istruttore,istruttrice
investigator,investigatore,investigatrice
math,matematica,
diamond,diamante,
architect,architetto,architetta
rotten,marcio,
slingshot,fionda,
azalea,azalea,
physics,fisica,
firearm,arma,
cricket,cricket,
jail,prigione,
Geoffrey,Geoffrey,
unstable,instabile,
NASA,NASA,
Yolanda,Yolanda,
filth,sporcizia,
veterinarian,veterinario,veterinaria
clarinet,clarinetto,
surgeon,chirurgo,chirurga
baker,panettiere,
Frank,Franco,
prolonged,prolungata,
receptionist,addetto alla reception,
brother,fratello,
Ebony,Ebano,
missile,missile,
pharmacist,farmacista,
Brendan,Brendan,
crash,schianto,
rifle,fucile,
wonderful,meraviglioso,
pollute,inquinare,
Kate,Kate,
Aisha,Aisha,
sad,triste,
grief,dolore,
she,lei,
cannon,cannone,
uncle,zio,
management,gestione,
nutritionist,dietologo,dietologa
dagger,pugnale,
cello,violoncello,
fly,volare,
girl,ragazza,
marriage,matrimonio,
aster,astro,
bongo,bongo,
beetle,scarafaggio,
father,padre,
clerk,impiegato,impiegata
blue-bell,blue-bell,
advisor,consulente,
peony,peonia,
spider,ragno,
Tia,Tia,
diploma,diploma,
psychologist,psicologo,psicologa
Lakisha,Lakisha,
brief,breve,
Paul,Paolo,
axe,ascia,
Shaniqua,Shaniqua,
death,morte,
bedbug,cimice,
chemist,chimico,chimica
gentle,dolce,
paralegal,paralegale,
daisy,margherita,
dance,danza,
virus,virus,
paramedic,paramedico,
failure,fallimento,
rose,rosa,
occasional,occasionale,
harpsichord,clavicembalo,
relatives,parenti,
female,femmina,
saxophone,sassofono,
Stephanie,Stefania,
hopeless,senza speranza,
bomb,bomba,
gladiola,gladiola,
Kevin,Kevin,
pistol,pistola,
lucky,fortunato,
office,ufficio,
Tyrone,Tyrone,
poetry,poesia,
ugly,brutto,
Jack,Jack,
vomit,vomito,
tuba,tuba,
executive,esecutivo,
laughter,risata,
Jeff,Jeff,
Darnell,Darnell,
joy,gioia,
happy,contento,
Ann,Ann,
Betsy,Betsy,
loyal,leale,
Ellen,Ellen,
maggot,verme,
Tanisha,Tanisha,
administrator,amministratore,amministratrice
bartender,barista,
Kristin,Kristin,
symphony,sinfonia,
rainbow,arcobaleno,
Lavon,Lavon,
violin,violino,
Marcellus,Marcello,
plumber,idraulico,
bell,campana,
dragonfly,libellula,
gun,pistola,
honest,onesto,
buttercup,ranuncolo,
miracle,miracolo,
Steve,Steve,
technician,tecnico,
geometry,geometria,
Shakespeare,Shakespeare,
abuse,abuso,
knife,coltello,
sculpture,scultura,
Yvette,Yvette,
supervisor,supervisore,
numbers,numeri,
Lionel,Lionel,
locust,locusta,
fleeting,fugace,
technology,tecnologia,
spear,lancia,
hornet,calabrone,
gift,regalo,
Jasmine,Gelsomino,
stable,stabile,
poppy,papavero,
officer,ufficiale,
examiner,esaminatore,esaminatrice
friend,amico,
kill,uccidere,
drum,tamburo,
Melanie,Melanie,
banjo,banjo,
hatchet,accetta,
Ryan,Ryan,
mosquito,zanzara,
Terrence,Terrence,
mother,madre,
short-term,breve termine,
computation,calcolo,
hairdresser,parrucchiere,
wedding,nozze,
harp,arpa,
salesperson,venditore,
Malika,Malika,
Diana,Diana,
Brett,Brett,
club,club,
children,bambini,
oboe,oboe,
him,lui,
sickness,malattia,
gloomy,cupo,
tank,carro armato,
Lamar,Lamar,
janitor,bidello,
Allison,Allison,
horrible,orribile,
teacher,insegnante,
poverty,povertà,
equations,equazioni,
programmer,programmatore,
impermanent,temporaneo,
male,maschio,
Peter,Peter,
wasp,vespa,
science,scienza,
Colleen,Colleen,
influenza,influenza,
Malik,Malik,
Lisa,Lisa,
bee,ape,
Tamika,Tamika,
accident,incidente,
accountant,contabile,
pleasure,piacere,
grenade,bomba a mano,
home,casa,
variable,variabile,
man,uomo,
Rasheed,Rasheed,
termite,termite,
Alphonse,Alphonse,
guitar,chitarra,
blackfly,blackfly,
Matthew,Matteo,
Katie,Katie,
heaven,Paradiso,
literature,letteratura,
inspector,ispettore,
addition,aggiunta,
sister,sorella,
evil,male,
persistent,persistente,
Hank,Matassa,
Courtney,Courtney,
constant,costante,
Shereen,Shereen,
honor,onore,
appraiser,perito,
love,amore,
hyacinth,giacinto,
Meredith,Meredith,
Leroy,Leroy,
horn,corno,
ant,formica,
cancer,cancro,
tarantula,tarantola,
blade,lama,
algebra,algebra,
viola,viola,
physician,medico,
Alonzo,Alonzo,
his,suo,
salary,stipendio,